run_utc,run_id,design_name,design_id,recipe_id,flow_mode,top_module,clock_port,abc_fast_cfg,default_clock_period_ns_cfg,clock_period_offset_ns_cfg,clock_period_ns_cfg,max_fanout_cfg,max_transition_ns_cfg,max_capacitance_ff_cfg,fanout_load_cfg,num_rtl_files,ast_json_path,ast_log_path,netlist_path,sdc_path,run_dir,area_um2,worst_slack_ns,total_negative_slack_ns,clock_period_ns_sta,utilization_pct,tool_runtime_s,status,error_stage,error_message
2026-04-26T22:26:40+00:00,s298__abcfast_clk0p01_fo8_tr0p16_cap100,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p16_cap100,full,s298,CK,True,0.3,0.01,0.29,8.0,0.16,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p16_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p16_cap100,912.1140,-0.012479,-0.023987,0.290000,0.15,36.847,success,,
2026-04-26T22:26:37+00:00,s298__abcfast_clk0p01_fo8_tr0p16_cap40,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p16_cap40,full,s298,CK,True,0.3,0.01,0.29,8.0,0.16,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p16_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p16_cap40,913.9760,-0.012482,-0.023982,0.290000,0.15,53.837,success,,
2026-04-26T22:26:37+00:00,s298__abcfast_clk0p01_fo8_tr0p16_cap60,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p16_cap60,full,s298,CK,True,0.3,0.01,0.29,8.0,0.16,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p16_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p16_cap60,912.1140,-0.012479,-0.023987,0.290000,0.15,54.209,success,,
2026-04-26T22:26:39+00:00,s298__abcfast_clk0p01_fo8_tr0p16_cap80,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p16_cap80,full,s298,CK,True,0.3,0.01,0.29,8.0,0.16,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p16_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p16_cap80,912.1140,-0.012479,-0.023987,0.290000,0.15,25.814,success,,
2026-04-26T22:26:46+00:00,s298__abcfast_clk0p01_fo8_tr0p24_cap100,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p24_cap100,full,s298,CK,True,0.3,0.01,0.29,8.0,0.24,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p24_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p24_cap100,912.1140,-0.012479,-0.023987,0.290000,0.15,51.026,success,,
2026-04-26T22:26:43+00:00,s298__abcfast_clk0p01_fo8_tr0p24_cap40,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p24_cap40,full,s298,CK,True,0.3,0.01,0.29,8.0,0.24,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p24_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p24_cap40,913.9760,-0.012482,-0.023982,0.290000,0.15,52.604,success,,
2026-04-26T22:26:43+00:00,s298__abcfast_clk0p01_fo8_tr0p24_cap60,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p24_cap60,full,s298,CK,True,0.3,0.01,0.29,8.0,0.24,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p24_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p24_cap60,912.1140,-0.012479,-0.023987,0.290000,0.15,38.416,success,,
2026-04-26T22:26:44+00:00,s298__abcfast_clk0p01_fo8_tr0p24_cap80,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p24_cap80,full,s298,CK,True,0.3,0.01,0.29,8.0,0.24,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p24_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p24_cap80,912.1140,-0.012479,-0.023987,0.290000,0.15,50.024,success,,
2026-04-26T22:26:42+00:00,s298__abcfast_clk0p01_fo8_tr0p2_cap100,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p2_cap100,full,s298,CK,True,0.3,0.01,0.29,8.0,0.2,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p2_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p2_cap100,912.1140,-0.012479,-0.023987,0.290000,0.15,25.676,success,,
2026-04-26T22:26:41+00:00,s298__abcfast_clk0p01_fo8_tr0p2_cap40,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p2_cap40,full,s298,CK,True,0.3,0.01,0.29,8.0,0.2,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p2_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p2_cap40,913.9760,-0.012482,-0.023982,0.290000,0.15,25.528,success,,
2026-04-26T22:26:41+00:00,s298__abcfast_clk0p01_fo8_tr0p2_cap60,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p2_cap60,full,s298,CK,True,0.3,0.01,0.29,8.0,0.2,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p2_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p2_cap60,912.1140,-0.012479,-0.023987,0.290000,0.15,25.435,success,,
2026-04-26T22:26:41+00:00,s298__abcfast_clk0p01_fo8_tr0p2_cap80,s298,iscas89_0014,abcfast_clk0p01_fo8_tr0p2_cap80,full,s298,CK,True,0.3,0.01,0.29,8.0,0.2,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p01_fo8_tr0p2_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p01_fo8_tr0p2_cap80,912.1140,-0.012479,-0.023987,0.290000,0.15,53.692,success,,
2026-04-26T22:27:37+00:00,s298__abcfast_clk0p02_fo16_tr0p16_cap100,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p16_cap100,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.16,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p16_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p16_cap100,911.3160,-0.020049,-0.118316,0.280000,0.15,51.464,success,,
2026-04-26T22:27:32+00:00,s298__abcfast_clk0p02_fo16_tr0p16_cap40,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p16_cap40,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.16,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p16_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p16_cap40,913.1780,-0.020059,-0.118255,0.280000,0.15,23.815,success,,
2026-04-26T22:27:34+00:00,s298__abcfast_clk0p02_fo16_tr0p16_cap60,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p16_cap60,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.16,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p16_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p16_cap60,911.3160,-0.020049,-0.118316,0.280000,0.15,48.707,success,,
2026-04-26T22:27:38+00:00,s298__abcfast_clk0p02_fo16_tr0p16_cap80,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p16_cap80,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.16,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p16_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p16_cap80,911.3160,-0.020049,-0.118316,0.280000,0.15,50.708,success,,
2026-04-26T22:27:45+00:00,s298__abcfast_clk0p02_fo16_tr0p24_cap100,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p24_cap100,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.24,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p24_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p24_cap100,911.3160,-0.020049,-0.118316,0.280000,0.15,24.110,success,,
2026-04-26T22:27:46+00:00,s298__abcfast_clk0p02_fo16_tr0p24_cap40,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p24_cap40,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.24,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p24_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p24_cap40,913.1780,-0.020059,-0.118255,0.280000,0.15,44.475,success,,
2026-04-26T22:27:45+00:00,s298__abcfast_clk0p02_fo16_tr0p24_cap60,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p24_cap60,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.24,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p24_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p24_cap60,911.3160,-0.020049,-0.118316,0.280000,0.15,55.445,success,,
2026-04-26T22:27:45+00:00,s298__abcfast_clk0p02_fo16_tr0p24_cap80,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p24_cap80,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.24,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p24_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p24_cap80,911.3160,-0.020049,-0.118316,0.280000,0.15,25.169,success,,
2026-04-26T22:27:41+00:00,s298__abcfast_clk0p02_fo16_tr0p2_cap100,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p2_cap100,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.2,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p2_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p2_cap100,911.3160,-0.020049,-0.118316,0.280000,0.15,107.646,success,,
2026-04-26T22:27:38+00:00,s298__abcfast_clk0p02_fo16_tr0p2_cap40,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p2_cap40,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.2,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p2_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p2_cap40,913.1780,-0.020059,-0.118255,0.280000,0.15,48.129,success,,
2026-04-26T22:27:38+00:00,s298__abcfast_clk0p02_fo16_tr0p2_cap60,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p2_cap60,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.2,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p2_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p2_cap60,911.3160,-0.020049,-0.118316,0.280000,0.15,39.918,success,,
2026-04-26T22:27:40+00:00,s298__abcfast_clk0p02_fo16_tr0p2_cap80,s298,iscas89_0014,abcfast_clk0p02_fo16_tr0p2_cap80,full,s298,CK,True,0.3,0.02,0.27999999999999997,16.0,0.2,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo16_tr0p2_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo16_tr0p2_cap80,911.3160,-0.020049,-0.118316,0.280000,0.15,24.161,success,,
2026-04-26T22:27:48+00:00,s298__abcfast_clk0p02_fo32_tr0p16_cap100,s298,iscas89_0014,abcfast_clk0p02_fo32_tr0p16_cap100,full,s298,CK,True,0.3,0.02,0.27999999999999997,32.0,0.16,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo32_tr0p16_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo32_tr0p16_cap100,911.3160,-0.020049,-0.118316,0.280000,0.15,38.366,success,,
2026-04-26T22:27:46+00:00,s298__abcfast_clk0p02_fo32_tr0p16_cap40,s298,iscas89_0014,abcfast_clk0p02_fo32_tr0p16_cap40,full,s298,CK,True,0.3,0.02,0.27999999999999997,32.0,0.16,40.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo32_tr0p16_cap40.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo32_tr0p16_cap40,913.1780,-0.020059,-0.118255,0.280000,0.15,108.560,success,,
2026-04-26T22:27:46+00:00,s298__abcfast_clk0p02_fo32_tr0p16_cap60,s298,iscas89_0014,abcfast_clk0p02_fo32_tr0p16_cap60,full,s298,CK,True,0.3,0.02,0.27999999999999997,32.0,0.16,60.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo32_tr0p16_cap60.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo32_tr0p16_cap60,911.3160,-0.020049,-0.118316,0.280000,0.15,106.907,success,,
2026-04-26T22:27:47+00:00,s298__abcfast_clk0p02_fo32_tr0p16_cap80,s298,iscas89_0014,abcfast_clk0p02_fo32_tr0p16_cap80,full,s298,CK,True,0.3,0.02,0.27999999999999997,32.0,0.16,80.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo32_tr0p16_cap80.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo32_tr0p16_cap80,911.3160,-0.020049,-0.118316,0.280000,0.15,44.400,success,,
2026-04-26T22:27:59+00:00,s298__abcfast_clk0p02_fo32_tr0p24_cap100,s298,iscas89_0014,abcfast_clk0p02_fo32_tr0p24_cap100,full,s298,CK,True,0.3,0.02,0.27999999999999997,32.0,0.24,100.0,,1,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast/s298.json,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_results/ast_logs/s298.log,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/rtl/s298__abcfast_netlist.v,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/data/constraints/s298__abcfast_clk0p02_fo32_tr0p24_cap100.sdc,/lustre/fs1/home/co224015/clone_test/PPA-Estimation-Project/synthesis/iscas_runs/s298__abcfast_clk0p02_fo32_tr0p24_cap100,911.3160,-0.020049,-0.118316,0.280000,0.15,39.309,success,,
